PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Age_imputed,CabinDeck,TicketCount_x,TicketCount_y,TicketCount,Fare_outlier,Fare_capped,AgeGroup,Sex_numeric
769,0,3,male,,1,0,24.15,Q,2,False,25.0,Unknown,3,3,3,False,24.15,YoungAdult,0
770,0,3,male,32.0,0,0,8.3625,S,1,True,32.0,Unknown,1,1,1,False,8.3625,Adult,0
771,0,3,male,24.0,0,0,9.5,S,1,True,24.0,Unknown,1,1,1,False,9.5,YoungAdult,0
772,0,3,male,48.0,0,0,7.8542,S,1,True,48.0,Unknown,1,1,1,False,7.8542,Adult,0
773,0,2,female,57.0,0,0,10.5,S,1,True,57.0,E,2,2,2,False,10.5,Adult,1
774,0,3,male,,0,0,7.225,C,1,True,25.0,Unknown,1,1,1,False,7.225,YoungAdult,0
775,1,2,female,54.0,1,3,23.0,S,5,False,54.0,Unknown,1,1,1,False,23.0,Adult,1
776,0,3,male,18.0,0,0,7.75,S,1,True,18.0,Unknown,1,1,1,False,7.75,YoungAdult,0
777,0,3,male,,0,0,7.75,Q,1,True,25.0,F,1,1,1,False,7.75,YoungAdult,0
778,1,3,female,5.0,0,0,12.475,S,1,True,5.0,Unknown,2,2,2,False,12.475,Child,1
779,0,3,male,,0,0,7.7375,Q,1,True,25.0,Unknown,1,1,1,False,7.7375,YoungAdult,0
780,1,1,female,43.0,0,1,211.3375,S,2,False,43.0,B,3,3,3,False,211.3375,Adult,1
781,1,3,female,13.0,0,0,7.2292,C,1,True,13.0,Unknown,1,1,1,False,7.2292,Teen,1
782,1,1,female,17.0,1,0,57.0,S,2,False,17.0,B,2,2,2,False,57.0,Teen,1
783,0,1,male,29.0,0,0,30.0,S,1,True,29.0,D,1,1,1,False,30.0,YoungAdult,0
784,0,3,male,,1,2,23.45,S,4,False,25.0,Unknown,2,2,2,False,23.45,YoungAdult,0
785,0,3,male,25.0,0,0,7.05,S,1,True,25.0,Unknown,1,1,1,False,7.05,YoungAdult,0
786,0,3,male,25.0,0,0,7.25,S,1,True,25.0,Unknown,1,1,1,False,7.25,YoungAdult,0
787,1,3,female,18.0,0,0,7.4958,S,1,True,18.0,Unknown,1,1,1,False,7.4958,YoungAdult,1
788,0,3,male,8.0,4,1,29.125,Q,6,False,8.0,Unknown,5,5,5,False,29.125,Child,0
789,1,3,male,1.0,1,2,20.575,S,4,False,1.0,Unknown,2,2,2,False,20.575,Child,0
790,0,1,male,46.0,0,0,79.2,C,1,True,46.0,B,2,2,2,False,79.2,Adult,0
791,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
792,0,2,male,16.0,0,0,26.0,S,1,True,16.0,Unknown,2,2,2,False,26.0,Teen,0
793,0,3,female,,8,2,69.55,S,11,False,21.5,Unknown,7,7,7,False,69.55,YoungAdult,1
794,0,1,male,,0,0,30.6958,C,1,True,40.0,Unknown,1,1,1,False,30.6958,Adult,0
795,0,3,male,25.0,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
796,0,2,male,39.0,0,0,13.0,S,1,True,39.0,Unknown,1,1,1,False,13.0,Adult,0
797,1,1,female,49.0,0,0,25.9292,S,1,True,49.0,D,1,1,1,False,25.9292,Adult,1
798,1,3,female,31.0,0,0,8.6833,S,1,True,31.0,Unknown,1,1,1,False,8.6833,Adult,1
799,0,3,male,30.0,0,0,7.2292,C,1,True,30.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
800,0,3,female,30.0,1,1,24.15,S,3,False,30.0,Unknown,3,3,3,False,24.15,YoungAdult,1
801,0,2,male,34.0,0,0,13.0,S,1,True,34.0,Unknown,2,2,2,False,13.0,Adult,0
802,1,2,female,31.0,1,1,26.25,S,3,False,31.0,Unknown,3,3,3,False,26.25,Adult,1
803,1,1,male,11.0,1,2,120.0,S,4,False,11.0,B,4,4,4,False,120.0,Child,0
804,1,3,male,0.42,0,1,8.5167,C,2,False,0.42,Unknown,1,1,1,False,8.5167,Child,0
805,1,3,male,27.0,0,0,6.975,S,1,True,27.0,Unknown,1,1,1,False,6.975,YoungAdult,0
806,0,3,male,31.0,0,0,7.775,S,1,True,31.0,Unknown,1,1,1,False,7.775,Adult,0
807,0,1,male,39.0,0,0,0.0,S,1,True,39.0,A,1,1,1,False,0.0,Adult,0
808,0,3,female,18.0,0,0,7.775,S,1,True,18.0,Unknown,1,1,1,False,7.775,YoungAdult,1
809,0,2,male,39.0,0,0,13.0,S,1,True,39.0,Unknown,1,1,1,False,13.0,Adult,0
810,1,1,female,33.0,1,0,53.1,S,2,False,33.0,E,2,2,2,False,53.1,Adult,1
811,0,3,male,26.0,0,0,7.8875,S,1,True,26.0,Unknown,1,1,1,False,7.8875,YoungAdult,0
812,0,3,male,39.0,0,0,24.15,S,1,True,39.0,Unknown,2,2,2,False,24.15,Adult,0
813,0,2,male,35.0,0,0,10.5,S,1,True,35.0,Unknown,1,1,1,False,10.5,Adult,0
814,0,3,female,6.0,4,2,31.275,S,7,False,6.0,Unknown,7,7,7,False,31.275,Child,1
815,0,3,male,30.5,0,0,8.05,S,1,True,30.5,Unknown,1,1,1,False,8.05,YoungAdult,0
816,0,1,male,,0,0,0.0,S,1,True,40.0,B,1,1,1,False,0.0,Adult,0
817,0,3,female,23.0,0,0,7.925,S,1,True,23.0,Unknown,1,1,1,False,7.925,YoungAdult,1
818,0,2,male,31.0,1,1,37.0042,C,3,False,31.0,Unknown,2,2,2,False,37.0042,Adult,0
819,0,3,male,43.0,0,0,6.45,S,1,True,43.0,Unknown,1,1,1,False,6.45,Adult,0
820,0,3,male,10.0,3,2,27.9,S,6,False,10.0,Unknown,6,6,6,False,27.9,Child,0
821,1,1,female,52.0,1,1,93.5,S,3,False,52.0,B,2,2,2,False,93.5,Adult,1
822,1,3,male,27.0,0,0,8.6625,S,1,True,27.0,Unknown,1,1,1,False,8.6625,YoungAdult,0
823,0,1,male,38.0,0,0,0.0,S,1,True,38.0,Unknown,1,1,1,False,0.0,Adult,0
824,1,3,female,27.0,0,1,12.475,S,2,False,27.0,E,2,2,2,False,12.475,YoungAdult,1
825,0,3,male,2.0,4,1,39.6875,S,6,False,2.0,Unknown,6,6,6,False,39.6875,Child,0
826,0,3,male,,0,0,6.95,Q,1,True,25.0,Unknown,1,1,1,False,6.95,YoungAdult,0
827,0,3,male,,0,0,56.4958,S,1,True,25.0,Unknown,7,7,7,False,56.4958,YoungAdult,0
828,1,2,male,1.0,0,2,37.0042,C,3,False,1.0,Unknown,2,2,2,False,37.0042,Child,0
829,1,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
830,1,1,female,62.0,0,0,80.0,S,1,True,62.0,B,2,2,2,False,80.0,Senior,1
831,1,3,female,15.0,1,0,14.4542,C,2,False,15.0,Unknown,2,2,2,False,14.4542,Teen,1
832,1,2,male,0.83,1,1,18.75,S,3,False,0.83,Unknown,3,3,3,False,18.75,Child,0
833,0,3,male,,0,0,7.2292,C,1,True,25.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
834,0,3,male,23.0,0,0,7.8542,S,1,True,23.0,Unknown,1,1,1,False,7.8542,YoungAdult,0
835,0,3,male,18.0,0,0,8.3,S,1,True,18.0,Unknown,1,1,1,False,8.3,YoungAdult,0
836,1,1,female,39.0,1,1,83.1583,C,3,False,39.0,E,1,1,1,False,83.1583,Adult,1
837,0,3,male,21.0,0,0,8.6625,S,1,True,21.0,Unknown,1,1,1,False,8.6625,YoungAdult,0
838,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
839,1,3,male,32.0,0,0,56.4958,S,1,True,32.0,Unknown,7,7,7,False,56.4958,Adult,0
840,1,1,male,,0,0,29.7,C,1,True,40.0,C,1,1,1,False,29.7,Adult,0
841,0,3,male,20.0,0,0,7.925,S,1,True,20.0,Unknown,1,1,1,False,7.925,YoungAdult,0
842,0,2,male,16.0,0,0,10.5,S,1,True,16.0,Unknown,2,2,2,False,10.5,Teen,0
843,1,1,female,30.0,0,0,31.0,C,1,True,30.0,Unknown,2,2,2,False,31.0,YoungAdult,1
844,0,3,male,34.5,0,0,6.4375,C,1,True,34.5,Unknown,1,1,1,False,6.4375,Adult,0
845,0,3,male,17.0,0,0,8.6625,S,1,True,17.0,Unknown,1,1,1,False,8.6625,Teen,0
846,0,3,male,42.0,0,0,7.55,S,1,True,42.0,Unknown,1,1,1,False,7.55,Adult,0
847,0,3,male,,8,2,69.55,S,11,False,25.0,Unknown,7,7,7,False,69.55,YoungAdult,0
848,0,3,male,35.0,0,0,7.8958,C,1,True,35.0,Unknown,1,1,1,False,7.8958,Adult,0
849,0,2,male,28.0,0,1,33.0,S,2,False,28.0,Unknown,3,3,3,False,33.0,YoungAdult,0
850,1,1,female,,1,0,89.1042,C,2,False,35.0,C,2,2,2,False,89.1042,Adult,1
851,0,3,male,4.0,4,2,31.275,S,7,False,4.0,Unknown,7,7,7,False,31.275,Child,0
852,0,3,male,74.0,0,0,7.775,S,1,True,74.0,Unknown,1,1,1,False,7.775,Senior,0
853,0,3,female,9.0,1,1,15.2458,C,3,False,9.0,Unknown,2,2,2,False,15.2458,Child,1
854,1,1,female,16.0,0,1,39.4,S,2,False,16.0,D,1,1,1,False,39.4,Teen,1
855,0,2,female,44.0,1,0,26.0,S,2,False,44.0,Unknown,2,2,2,False,26.0,Adult,1
856,1,3,female,18.0,0,1,9.35,S,2,False,18.0,Unknown,1,1,1,False,9.35,YoungAdult,1
857,1,1,female,45.0,1,1,164.8667,S,3,False,45.0,Unknown,2,2,2,False,164.8667,Adult,1
858,1,1,male,51.0,0,0,26.55,S,1,True,51.0,E,1,1,1,False,26.55,Adult,0
859,1,3,female,24.0,0,3,19.2583,C,4,False,24.0,Unknown,4,4,4,False,19.2583,YoungAdult,1
860,0,3,male,,0,0,7.2292,C,1,True,25.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
861,0,3,male,41.0,2,0,14.1083,S,3,False,41.0,Unknown,1,1,1,False,14.1083,Adult,0
862,0,2,male,21.0,1,0,11.5,S,2,False,21.0,Unknown,1,1,1,False,11.5,YoungAdult,0
863,1,1,female,48.0,0,0,25.9292,S,1,True,48.0,D,1,1,1,False,25.9292,Adult,1
864,0,3,female,,8,2,69.55,S,11,False,21.5,Unknown,7,7,7,False,69.55,YoungAdult,1
865,0,2,male,24.0,0,0,13.0,S,1,True,24.0,Unknown,1,1,1,False,13.0,YoungAdult,0
866,1,2,female,42.0,0,0,13.0,S,1,True,42.0,Unknown,1,1,1,False,13.0,Adult,1
867,1,2,female,27.0,1,0,13.8583,C,2,False,27.0,Unknown,1,1,1,False,13.8583,YoungAdult,1
868,0,1,male,31.0,0,0,50.4958,S,1,True,31.0,A,1,1,1,False,50.4958,Adult,0
869,0,3,male,,0,0,9.5,S,1,True,25.0,Unknown,1,1,1,False,9.5,YoungAdult,0
870,1,3,male,4.0,1,1,11.1333,S,3,False,4.0,Unknown,3,3,3,False,11.1333,Child,0
871,0,3,male,26.0,0,0,7.8958,S,1,True,26.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
872,1,1,female,47.0,1,1,52.5542,S,3,False,47.0,D,2,2,2,False,52.5542,Adult,1
873,0,1,male,33.0,0,0,5.0,S,1,True,33.0,B,1,1,1,False,5.0,Adult,0
874,0,3,male,47.0,0,0,9.0,S,1,True,47.0,Unknown,1,1,1,False,9.0,Adult,0
875,1,2,female,28.0,1,0,24.0,C,2,False,28.0,Unknown,2,2,2,False,24.0,YoungAdult,1
876,1,3,female,15.0,0,0,7.225,C,1,True,15.0,Unknown,1,1,1,False,7.225,Teen,1
877,0,3,male,20.0,0,0,9.8458,S,1,True,20.0,Unknown,2,2,2,False,9.8458,YoungAdult,0
878,0,3,male,19.0,0,0,7.8958,S,1,True,19.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
879,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
880,1,1,female,56.0,0,1,83.1583,C,2,False,56.0,C,2,2,2,False,83.1583,Adult,1
881,1,2,female,25.0,0,1,26.0,S,2,False,25.0,Unknown,2,2,2,False,26.0,YoungAdult,1
882,0,3,male,33.0,0,0,7.8958,S,1,True,33.0,Unknown,1,1,1,False,7.8958,Adult,0
883,0,3,female,22.0,0,0,10.5167,S,1,True,22.0,Unknown,1,1,1,False,10.5167,YoungAdult,1
884,0,2,male,28.0,0,0,10.5,S,1,True,28.0,Unknown,1,1,1,False,10.5,YoungAdult,0
885,0,3,male,25.0,0,0,7.05,S,1,True,25.0,Unknown,1,1,1,False,7.05,YoungAdult,0
886,0,3,female,39.0,0,5,29.125,Q,6,False,39.0,Unknown,5,5,5,False,29.125,Adult,1
887,0,2,male,27.0,0,0,13.0,S,1,True,27.0,Unknown,1,1,1,False,13.0,YoungAdult,0
888,1,1,female,19.0,0,0,30.0,S,1,True,19.0,B,1,1,1,False,30.0,YoungAdult,1
889,0,3,female,,1,2,23.45,S,4,False,21.5,Unknown,2,2,2,False,23.45,YoungAdult,1
890,1,1,male,26.0,0,0,30.0,C,1,True,26.0,C,1,1,1,False,30.0,YoungAdult,0
891,0,3,male,32.0,0,0,7.75,Q,1,True,32.0,Unknown,1,1,1,False,7.75,Adult,0
